ticker,symbol,name,sector,industry,marketCapCr
ORIENTBELL.NS,ORIENTBELL,"Orient Bell Limited","Industrials","Building Products & Equipment",390
BANSWRAS.NS,BANSWRAS,"Banswara Syntex Limited","Consumer Cyclical","Textile Manufacturing",388
BCONCEPTS.NS,BCONCEPTS,"Brand Concepts Limited","Consumer Cyclical","Footwear & Accessories",388
S&SPOWER.NS,S&SPOWER,"S&S Power Switchgear Limited","Industrials","Electrical Equipment & Parts",387
DENORA.NS,DENORA,"De Nora India Limited","Industrials","Electrical Equipment & Parts",385
SHIVAUM.NS,SHIVAUM,"SHIV AUM STEELS LIMITED","Basic Materials","Steel",384
TIRUPATIFL.NS,TIRUPATIFL,"Tirupati Forge Limited","Industrials","Metal Fabrication",383
NILAINFRA.NS,NILAINFRA,"Nila Infrastructures Limited","Real Estate","Real Estate - Development",383
MANOMAY.NS,MANOMAY,"Manomay Tex India Limited","Consumer Cyclical","Textile Manufacturing",382
GOACARBON.NS,GOACARBON,"Goa Carbon Limited","Basic Materials","Specialty Chemicals",381
MANAKSTEEL.NS,MANAKSTEEL,"Manaksia Steels Limited","Basic Materials","Steel",379
PAVNAIND.NS,PAVNAIND,"Pavna Industries Limited","Consumer Cyclical","Auto Parts",378
IITL.NS,IITL,"Industrial Investment Trust Limited","Financial Services","Credit Services",377
AARON.NS,AARON,"Aaron Industries Limited","Industrials","Specialty Industrial Machinery",377
VGL.NS,VGL,"VARVEE GLOBAL LIMITED","Consumer Cyclical","Textile Manufacturing",376
MARKOLINES.NS,MARKOLINES,"MARKOLINES PAVEMENT TEC L","Industrials","Infrastructure Operations",373
SPENCERS.NS,SPENCERS,"Spencer's Retail Limited","Consumer Cyclical","Department Stores",371
ASAHISONG.NS,ASAHISONG,"Asahi Songwon Colors Limited","Basic Materials","Specialty Chemicals",368
ASMS.NS,ASMS,"Bartronics India Limited","Technology","Information Technology Services",368
SPCENET.NS,SPCENET,"Spacenet Enterprises India Limited","Financial Services","Capital Markets",366
GLOBECIVIL.NS,GLOBECIVIL,"GLOBE CIVIL PROJECTS LTD","Industrials","Engineering & Construction",363
MANCREDIT.NS,MANCREDIT,"Mangal Credit and Fincorp Limited","Financial Services","Credit Services",361
EMAMIREAL.NS,EMAMIREAL,"Emami Realty Limited","Real Estate","Real Estate - Development",361
APCL.NS,APCL,"Anjani Portland Cement Limited","Basic Materials","Building Materials",359
VALIANTLAB.NS,VALIANTLAB,"Valiant Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",359
EXXARO.NS,EXXARO,"Exxaro Tiles Limited","Industrials","Building Products & Equipment",358
RVHL.NS,RVHL,"Ravinder Heights Limited","Real Estate","Real Estate - Development",358
SHIVAMAUTO.NS,SHIVAMAUTO,"Shivam Autotech Limited","Consumer Cyclical","Auto Parts",357
RUCHIRA.NS,RUCHIRA,"Ruchira Papers Limited","Basic Materials","Paper & Paper Products",356
NOVAAGRI.NS,NOVAAGRI,"Nova Agritech Limited","Basic Materials","Agricultural Inputs",354
IL&FSENGG.NS,IL&FSENGG,"IL&FS Engineering and Construction Company Limited","Industrials","Engineering & Construction",354
ATLANTAA.NS,ATLANTAA,"Atlantaa Limited","Industrials","Infrastructure Operations",352
MAHEPC.NS,MAHEPC,"Mahindra EPC Irrigation Limited","Industrials","Farm & Heavy Construction Machinery",351
RHL.NS,RHL,"Robust Hotels Limited","Consumer Cyclical","Lodging",351
SAKUMA.NS,SAKUMA,"Sakuma Exports Limited","Consumer Defensive","Farm Products",348
SOMATEX.NS,SOMATEX,"Soma Textiles & Industries Limited","Consumer Cyclical","Textile Manufacturing",347
GENUSPAPER.NS,GENUSPAPER,"Genus Paper & Boards Limited","Basic Materials","Paper & Paper Products",345
INSPIRISYS.NS,INSPIRISYS,"Inspirisys Solutions Limited","Technology","Information Technology Services",345
TRF.NS,TRF,"TRF Limited","Industrials","Specialty Industrial Machinery",343
FILATFASH.NS,FILATFASH,"Filatex Fashions Limited","Consumer Cyclical","Apparel Manufacturing",343
AARTISURF.NS,AARTISURF,"Aarti Surfactants Limited","Basic Materials","Specialty Chemicals",342
ZIMLAB.NS,ZIMLAB,"ZIM Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",342
AUTOIND.NS,AUTOIND,"Autoline Industries Limited","Consumer Cyclical","Auto Parts",342
KRITINUT.NS,KRITINUT,"Kriti Nutrients Limited","Consumer Defensive","Packaged Foods",342
ASHIMASYN.NS,ASHIMASYN,"Ashima Limited","Real Estate","Real Estate - Development",342
BEDMUTHA.NS,BEDMUTHA,"Bedmutha Industries Limited","Basic Materials","Steel",339
GEEKAYWIRE.NS,GEEKAYWIRE,"Geekay Wires Limited","Industrials","Electrical Equipment & Parts",339
VIKASLIFE.NS,VIKASLIFE,"Vikas Lifecare Limited","Consumer Defensive","Farm Products",338
OILCOUNTUB.NS,OILCOUNTUB,"Oil Country Tubular Limited","Energy","Oil & Gas Equipment & Services",336
DYNPRO.NS,DYNPRO,"Dynemic Products Limited","Basic Materials","Specialty Chemicals",335
KANORICHEM.NS,KANORICHEM,"Kanoria Chemicals & Industries Limited","Basic Materials","Chemicals",334
3IINFOLTD.NS,3IINFOLTD,"3i Infotech Limited","Technology","Information Technology Services",334
BAFNAPH.NS,BAFNAPH,"Bafna Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",334
FCSSOFT.NS,FCSSOFT,"FCS Software Solutions Limited","Technology","Information Technology Services",333
LOKESHMACH.NS,LOKESHMACH,"Lokesh Machines Limited","Industrials","Specialty Industrial Machinery",333
GINNIFILA.NS,GINNIFILA,"Ginni Filaments Limited","Consumer Cyclical","Textile Manufacturing",332
RCOM.NS,RCOM,"Reliance Communications Limited","Communication Services","Telecom Services",329
MAWANASUG.NS,MAWANASUG,"Mawana Sugars Limited","Consumer Defensive","Confectioners",326
SCPL.NS,SCPL,"Sheetal Cool Products Limited","Consumer Defensive","Packaged Foods",320
SUPREME.NS,SUPREME,"Supreme Holdings & Hospitality (India) Limited","Real Estate","Real Estate - Development",319
BALAJEE.NS,BALAJEE,"SHREE TIRUPATI BALAJEE L","Consumer Cyclical","Packaging & Containers",317
APOLSINHOT.NS,APOLSINHOT,"Apollo Sindoori Hotels Limited","Industrials","Specialty Business Services",314
PPAP.NS,PPAP,"PPAP Automotive Limited","Consumer Cyclical","Auto Parts",314
ATALREAL.NS,ATALREAL,"Atal Realtech Limited","Industrials","Engineering & Construction",313
SSDL.NS,SSDL,"SARASWATI SAREE DEPOT LTD","Consumer Cyclical","Apparel Retail",313
SUMIT.NS,SUMIT,"Sumit Woods Limited","Real Estate","Real Estate - Development",313
CINELINE.NS,CINELINE,"Cineline India Limited","Communication Services","Entertainment",313
UFO.NS,UFO,"UFO Moviez India Limited","Communication Services","Entertainment",312
KHADIM.NS,KHADIM,"Khadim India Limited","Consumer Cyclical","Footwear & Accessories",310
NIPPOBATRY.NS,NIPPOBATRY,"Indo National Limited","Industrials","Electrical Equipment & Parts",309
OMFREIGHT.NS,OMFREIGHT,"OM FREIGHT FORWARDERS LTD","Industrials","Integrated Freight & Logistics",305
DPWIRES.NS,DPWIRES,"D.P. Wires Limited","Industrials","Metal Fabrication",304
VARDHACRLC.NS,VARDHACRLC,"Vardhman Acrylics Limited","Consumer Cyclical","Textile Manufacturing",304
HARRMALAYA.NS,HARRMALAYA,"Harrisons Malayalam Limited","Consumer Defensive","Farm Products",302
KESORAMIND.NS,KESORAMIND,"Kesoram Industries Limited","Basic Materials","Building Materials",301
OSIAHYPER.NS,OSIAHYPER,"Osia Hyper Retail Limited","Consumer Cyclical","Department Stores",301
SINTERCOM.NS,SINTERCOM,"Sintercom India Limited","Consumer Cyclical","Auto Parts",301
VIPCLOTHNG.NS,VIPCLOTHNG,"VIP Clothing Limited","Consumer Cyclical","Apparel Manufacturing",300
COASTCORP.NS,COASTCORP,"Coastal Corporation Limited","Consumer Defensive","Packaged Foods",300
KCPSUGIND.NS,KCPSUGIND,"K.C.P. Sugar and Industries Corporation Limited","Consumer Defensive","Confectioners",298
HITECHCORP.NS,HITECHCORP,"Hitech Corporation Limited","Consumer Cyclical","Packaging & Containers",296
NDLVENTURE.NS,NDLVENTURE,"NDL Ventures Limited","Communication Services","Entertainment",295
AFIL.NS,AFIL,"AKME FINTRADE (INDIA) LTD","Financial Services","Credit Services",294
ALANKIT.NS,ALANKIT,"Alankit Limited","Technology","Information Technology Services",292
NATHBIOGEN.NS,NATHBIOGEN,"Nath Bio-Genes (India) Limited","Basic Materials","Agricultural Inputs",290
NDGL.NS,NDGL,"Naga Dhunseri Group Limited","Financial Services","Capital Markets",289
SHEMAROO.NS,SHEMAROO,"Shemaroo Entertainment Limited","Communication Services","Entertainment",289
BROOKS.NS,BROOKS,"Brooks Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",288
NAGAFERT.NS,NAGAFERT,"Nagarjuna Fertilizers and Chemicals Limited","Basic Materials","Agricultural Inputs",286
SAHYADRI.NS,SAHYADRI,"Sahyadri Industries Limited","Industrials","Building Products & Equipment",286
PODDARMENT.NS,PODDARMENT,"Poddar Pigments Limited","Basic Materials","Specialty Chemicals",285
MEGASTAR.NS,MEGASTAR,"Megastar Foods Limited","Consumer Defensive","Packaged Foods",279
VARDMNPOLY.NS,VARDMNPOLY,"Vardhman Polytex Limited","Consumer Cyclical","Textile Manufacturing",278
GLOBALVECT.NS,GLOBALVECT,"Global Vectra Helicorp Limited","Industrials","Airports & Air Services",277
NURECA.NS,NURECA,"Nureca Limited","Healthcare","Medical Devices",276
INTENTECH.NS,INTENTECH,"Intense Technologies Limited","Technology","Software - Infrastructure",274
BPL.NS,BPL,"BPL Limited","Technology","Consumer Electronics",273
AVG.NS,AVG,"AVG Logistics Limited","Industrials","Integrated Freight & Logistics",273
UYFINCORP.NS,UYFINCORP,"U. Y. Fincorp Limited","Financial Services","Credit Services",272
GOLDTECH.NS,GOLDTECH,"AION-TECH Solutions Limited","Technology","Information Technology Services",272
LOTUSEYE.NS,LOTUSEYE,"Lotus Eye Hospital and Institute Limited","Healthcare","Medical Care Facilities",272
STARTECK.NS,STARTECK,"Starteck Finance Limited","Financial Services","Credit Services",271
GENCON.NS,GENCON,"Generic Engineering Construction and Projects Limited","Industrials","Engineering & Construction",270
BYKE.NS,BYKE,"The Byke Hospitality Limited","Consumer Cyclical","Lodging",270
SHANKARA.NS,SHANKARA,"Shankara Building Products Limited","Consumer Cyclical","Home Improvement Retail",269
SURANAT&P.NS,SURANAT&P,"Surana Telecom and Power Limited","Utilities","Utilities - Independent Power Producers",267
ALMONDZ.NS,ALMONDZ,"Almondz Global Securities Limited","Financial Services","Capital Markets",266
LYKALABS.NS,LYKALABS,"Lyka Labs Limited","Healthcare","Biotechnology",266
VMSTMT.NS,VMSTMT,"VMS TMT LIMITED","Basic Materials","Steel",264
UNIVPHOTO.NS,UNIVPHOTO,"Universus Photo Imagings Limited","Healthcare","Medical Devices",264
SUNDRMBRAK.NS,SUNDRMBRAK,"Sundaram Brake Linings Limited","Consumer Cyclical","Auto Parts",263
MODIRUBBER.NS,MODIRUBBER,"Modi Rubber Limited","Real Estate","Real Estate Services",262
JAYSREETEA.NS,JAYSREETEA,"Jay Shree Tea & Industries Limited","Consumer Defensive","Farm Products",259
INDOUS.NS,INDOUS,"Indo Us Bio-Tech Limited","Basic Materials","Agricultural Inputs",258
VSTL.NS,VSTL,"Vibhor Steel Tubes Limited","Basic Materials","Steel",258
A2ZINFRA.NS,A2ZINFRA,"A2Z Infra Engineering Limited","Industrials","Engineering & Construction",258
DIAMINESQ.NS,DIAMINESQ,"Diamines and Chemicals Limited","Basic Materials","Chemicals",255
STARPAPER.NS,STARPAPER,"Star Paper Mills Limited","Basic Materials","Paper & Paper Products",253
TEAMGTY.NS,TEAMGTY,"Team India Guaranty Limited","Financial Services","Asset Management",253
CCHHL.NS,CCHHL,"Country Club Hospitality & Holidays Limited","Consumer Cyclical","Lodging",253
IVC.NS,IVC,"IL&FS Investment Managers Limited","Financial Services","Financial Conglomerates",252
KAVDEFENCE.NS,KAVDEFENCE,"KAVVERI DFS & WIR TEC LTD","Technology","Communication Equipment",251
PILITA.NS,PILITA,"Pil Italica Lifestyle Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",251
DRCSYSTEMS.NS,DRCSYSTEMS,"DRC Systems India Limited","Technology","Information Technology Services",249
RACE.NS,RACE,"Race Eco Chain Limited","Industrials","Waste Management",248
ELGIRUBCO.NS,ELGIRUBCO,"Elgi Rubber Company Limited","Consumer Cyclical","Auto Parts",248
SADHNANIQ.NS,SADHNANIQ,"Sadhana Nitro Chem Limited","Basic Materials","Chemicals",247
CORDSCABLE.NS,CORDSCABLE,"Cords Cable Industries Limited","Industrials","Electrical Equipment & Parts",247
UNIVASTU.NS,UNIVASTU,"Univastu India Limited","Industrials","Engineering & Construction",247
SHIVATEX.NS,SHIVATEX,"Shiva Texyarn Limited","Consumer Cyclical","Textile Manufacturing",247
KMSUGAR.NS,KMSUGAR,"K.M. Sugar Mills Limited","Consumer Defensive","Confectioners",247
UCAL.NS,UCAL,"UCAL Limited","Consumer Cyclical","Auto Parts",245
DJML.NS,DJML,"DJ Mediaprint & Logistics Limited","Industrials","Specialty Business Services",244
SHREYANIND.NS,SHREYANIND,"Shreyans Industries Limited","Basic Materials","Paper & Paper Products",243
PONNIERODE.NS,PONNIERODE,"Ponni Sugars (Erode) Limited","Consumer Defensive","Confectioners",242
AFFORDABLE.NS,AFFORDABLE,"Affordable Robotic & Automation Limited","Industrials","Specialty Industrial Machinery",240
PKTEA.NS,PKTEA,"The Peria Karamalai Tea and Produce Company Limited","Consumer Defensive","Farm Products",240
VIRINCHI.NS,VIRINCHI,"Virinchi Limited","Technology","Software - Application",239
DCMNVL.NS,DCMNVL,"DCM Nouvelle Limited","Consumer Cyclical","Textile Manufacturing",238
KALYANIFRG.NS,KALYANIFRG,"Kalyani Forge Limited","Consumer Cyclical","Auto Parts",237
PIGL.NS,PIGL,"Power & Instrumental (Gujarat) Limited","Industrials","Engineering & Construction",236
EQUIPPP.NS,EQUIPPP,"Equippp Social Impact Technologies Limited","Technology","Information Technology Services",233
KOTARISUG.NS,KOTARISUG,"Kothari Sugars and Chemicals Limited","Consumer Defensive","Confectioners",233
MHLXMIRU.NS,MHLXMIRU,"Mahalaxmi Rubtech Limited","Consumer Cyclical","Textile Manufacturing",232
RADIOCITY.NS,RADIOCITY,"Music Broadcast Limited","Communication Services","Broadcasting",232
AHLEAST.NS,AHLEAST,"Asian Hotels (East) Limited","Consumer Cyclical","Lodging",231
SIKKO.NS,SIKKO,"Sikko Industries Limited","Basic Materials","Agricultural Inputs",230
ZEELEARN.NS,ZEELEARN,"Zee Learn Limited","Consumer Defensive","Education & Training Services",230
VIKASECO.NS,VIKASECO,"Vikas Ecotech Limited","Basic Materials","Specialty Chemicals",229
SHRADHA.NS,SHRADHA,"Shradha Infraprojects Limited","Real Estate","Real Estate - Development",229
AIRAN.NS,AIRAN,"Airan Limited","Technology","Information Technology Services",228
TTL.NS,TTL,"T.T. Limited","Consumer Cyclical","Textile Manufacturing",228
SAKHTISUG.NS,SAKHTISUG,"Sakthi Sugars Limited","Consumer Defensive","Confectioners",228
VLEGOV.NS,VLEGOV,"VL E-Governance & IT Solutions Limited","Technology","Information Technology Services",226
WORTHPERI.NS,WORTHPERI,"Worth Peripherals Limited","Consumer Cyclical","Packaging & Containers",226
ZODIACLOTH.NS,ZODIACLOTH,"Zodiac Clothing Company Limited","Consumer Cyclical","Apparel Manufacturing",225
MKPL.NS,MKPL,"M. K. Proteins Limited","Consumer Defensive","Packaged Foods",225
INDOWIND.NS,INDOWIND,"Indowind Energy Limited","Utilities","Utilities - Renewable",224
RVTH.NS,RVTH,"Revathi Equipment India Limited","Industrials","Farm & Heavy Construction Machinery",223
UNITEDTEA.NS,UNITEDTEA,"The United Nilgiri Tea Estates Company Limited","Consumer Defensive","Farm Products",221
PRITIKAUTO.NS,PRITIKAUTO,"Pritika Auto Industries Limited","Industrials","Specialty Industrial Machinery",220
CHEMBOND.NS,CHEMBOND,"Chembond Material Technologies Limited","Basic Materials","Specialty Chemicals",219
REPL.NS,REPL,"Rudrabhishek Enterprises Limited","Industrials","Consulting Services",219
GILLANDERS.NS,GILLANDERS,"Gillanders Arbuthnot and Company Limited","Consumer Defensive","Farm Products",218
NIRAJ.NS,NIRAJ,"Niraj Cement Structurals Limited","Industrials","Engineering & Construction",217
BASML.NS,BASML,"Bannari Amman Spinning Mills Ltd","Consumer Cyclical","Textile Manufacturing",217
CPCAP.NS,CPCAP,"CP Capital Limited","Financial Services","Credit Services",215
OMAXAUTO.NS,OMAXAUTO,"Omax Autos Limited","Consumer Cyclical","Auto Parts",213
PRAENG.NS,PRAENG,"Prajay Engineers Syndicate Limited","Real Estate","Real Estate - Development",213
TRIGYN.NS,TRIGYN,"Trigyn Technologies Limited","Technology","Information Technology Services",209
AMJLAND.NS,AMJLAND,"AMJ Land Holdings Limited","Real Estate","Real Estate - Development",209
DEVIT.NS,DEVIT,"Dev Information Technology Limited","Technology","Information Technology Services",208
MURUDCERA.NS,MURUDCERA,"Murudeshwar Ceramics Ltd.","Industrials","Building Products & Equipment",208
AERONEU.NS,AERONEU,"Aeroflex Neu Limited","Consumer Cyclical","Packaging & Containers",208
KAMOPAINTS.NS,KAMOPAINTS,"Kamdhenu Ventures Limited","Basic Materials","Steel",207
RAJTV.NS,RAJTV,"Raj Television Network Limited","Communication Services","Broadcasting",207
VASWANI.NS,VASWANI,"Vaswani Industries Limited","Basic Materials","Steel",205
VETO.NS,VETO,"Veto Switchgears and Cables Limited","Industrials","Electrical Equipment & Parts",205
RANASUG.NS,RANASUG,"Rana Sugars Limited","Consumer Defensive","Confectioners",204
XELPMOC.NS,XELPMOC,"Xelpmoc Design and Tech Limited","Technology","Information Technology Services",202
AKSHARCHEM.NS,AKSHARCHEM,"AksharChem (India) Limited","Basic Materials","Specialty Chemicals",201
TAINWALCHM.NS,TAINWALCHM,"Tainwala Chemicals and Plastics (India) Limited","Basic Materials","Specialty Chemicals",200
SETCO.NS,SETCO,"Setco Automotive Limited","Consumer Cyclical","Auto Parts",200
INCREDIBLE.NS,INCREDIBLE,"Incredible Industries Limited","Basic Materials","Steel",198
NITIRAJ.NS,NITIRAJ,"Nitiraj Engineers Limited","Technology","Scientific & Technical Instruments",196
KRITIKA.NS,KRITIKA,"Kritika Wires Limited","Basic Materials","Steel",194
ARVEE.NS,ARVEE,"Arvee Laboratories (India) Ltd.","Basic Materials","Specialty Chemicals",193
BRNL.NS,BRNL,"Bharat Road Network Limited","Industrials","Infrastructure Operations",193
SAMBHAAV.NS,SAMBHAAV,"Sambhaav Media Limited","Communication Services","Publishing",193
ROSSELLIND.NS,ROSSELLIND,"Rossell India Limited","Industrials","Conglomerates",192
AAREYDRUGS.NS,AAREYDRUGS,"Aarey Drugs & Pharmaceuticals Limited","Healthcare","Drug Manufacturers - Specialty & Generic",192
NATCAPSUQ.NS,NATCAPSUQ,"Natural Capsules Limited","Healthcare","Drug Manufacturers - Specialty & Generic",192
EMMBI.NS,EMMBI,"Emmbi Industries Limited","Consumer Cyclical","Packaging & Containers",192
NECCLTD.NS,NECCLTD,"North Eastern Carrying Corporation Limited","Industrials","Trucking",190
MARALOVER.NS,MARALOVER,"Maral Overseas Limited","Consumer Cyclical","Textile Manufacturing",190
ARCHIDPLY.NS,ARCHIDPLY,"Archidply Industries Limited","Basic Materials","Lumber & Wood Production",188
URAVIDEF.NS,URAVIDEF,"Uravi Defence and Technology Limited","Consumer Cyclical","Auto Parts",188
DGCONTENT.NS,DGCONTENT,"Digicontent Limited","Communication Services","Internet Content & Information",187
LANCORHOL.NS,LANCORHOL,"Lancor Holdings Limited","Real Estate","Real Estate - Development",186
TIPSFILMS.NS,TIPSFILMS,"Tips Films Limited","Communication Services","Entertainment",185
GULFPETRO.NS,GULFPETRO,"GP Petroleums Limited","Energy","Oil & Gas Refining & Marketing",184
ASPINWALL.NS,ASPINWALL,"Aspinwall and Company Limited","Consumer Defensive","Farm Products",184
JMA.NS,JMA,"Jullundur Motor Agency (Delhi) Limited","Consumer Cyclical","Auto Parts",183
INDTERRAIN.NS,INDTERRAIN,"Indian Terrain Fashions Limited","Consumer Cyclical","Apparel Retail",181
KEYFINSERV.NS,KEYFINSERV,"Keynote Financial Services Limited","Financial Services","Capital Markets",180
AARVI.NS,AARVI,"Aarvi Encon Limited","Industrials","Staffing & Employment Services",179
EXCEL.NS,EXCEL,"Excel Realty N Infra Limited","Industrials","Conglomerates",178
PLAZACABLE.NS,PLAZACABLE,"Plaza Wires Limited","Industrials","Electrical Equipment & Parts",178
MAGNUM.NS,MAGNUM,"Magnum Ventures Limited","Basic Materials","Paper & Paper Products",177
BAIDFIN.NS,BAIDFIN,"Baid Finserv Limited","Financial Services","Credit Services",176
SADBHAV.NS,SADBHAV,"Sadbhav Engineering Limited","Industrials","Engineering & Construction",176
PRAXIS.NS,PRAXIS,"Praxis Home Retail Limited","Consumer Cyclical","Specialty Retail",176
ISHANCH.NS,ISHANCH,"Ishan Dyes and Chemicals Limited","Basic Materials","Chemicals",173
NAVKARURB.NS,NAVKARURB,"Navkar Urbanstructure Limited","Basic Materials","Building Materials",173
DCM.NS,DCM,"DCM Limited","Industrials","Metal Fabrication",173
CENTEXT.NS,CENTEXT,"Century Extrusions Limited","Basic Materials","Aluminum",171
DTIL.NS,DTIL,"Dhunseri Tea & Industries Limited","Consumer Defensive","Packaged Foods",170
ESSENTIA.NS,ESSENTIA,"Integra Essentia Limited","Consumer Defensive","Food Distribution",169
SONAMLTD.NS,SONAMLTD,"Sonam Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",166
SIGIND.NS,SIGIND,"Signet Industries Limited","Industrials","Conglomerates",165
ALPA.NS,ALPA,"Alpa Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",165
LAL.NS,LAL,"Lorenzini Apparels Limited","Consumer Cyclical","Apparel Manufacturing",164
SUPERHOUSE.NS,SUPERHOUSE,"Superhouse Limited","Consumer Cyclical","Footwear & Accessories",162
BHARATGEAR.NS,BHARATGEAR,"Bharat Gears Limited","Consumer Cyclical","Auto Parts",161
BSL.NS,BSL,"BSL Limited","Consumer Cyclical","Textile Manufacturing",161
MANAKALUCO.NS,MANAKALUCO,"Manaksia Aluminium Company Limited","Basic Materials","Aluminum",160
RUCHINFRA.NS,RUCHINFRA,"Ruchi Infrastructure Limited","Industrials","Specialty Business Services",160
ABAN.NS,ABAN,"Aban Offshore Limited","Energy","Oil & Gas Drilling",160
DHARAN.NS,DHARAN,"Dharan Infra-EPC Limited","Real Estate","Real Estate - Development",160
UMIYA-MRO.NS,UMIYA-MRO,"Umiya Buildcon Limited","Real Estate","Real Estate - Development",160
BALAXI.NS,BALAXI,"Balaxi Pharmaceuticals Limited","Healthcare","Biotechnology",159
IVP.NS,IVP,"IVP Limited","Basic Materials","Specialty Chemicals",158
CORALFINAC.NS,CORALFINAC,"Coral India Finance and Housing Limited","Real Estate","Real Estate Services",158
SAMPANN.NS,SAMPANN,"Sampann Utpadan India Limited","Basic Materials","Specialty Chemicals",156
AARTECH.NS,AARTECH,"Aartech Solonics Limited","Industrials","Electrical Equipment & Parts",156
MODTHREAD.NS,MODTHREAD,"Modern Threads (India) Limited","Consumer Cyclical","Textile Manufacturing",156
VIPULLTD.NS,VIPULLTD,"Vipul Limited","Real Estate","Real Estate - Diversified",156
RELIABLE.NS,RELIABLE,"Reliable Data Services Limited","Technology","Information Technology Services",155
KREBSBIO.NS,KREBSBIO,"Krebs Biochemicals & Industries Limited","Healthcare","Drug Manufacturers - Specialty & Generic",155
FELDVR.NS,FELDVR,"Future Enterprises Limited","Consumer Cyclical","Department Stores",155
AIROLAM.NS,AIROLAM,"Airo Lam Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",154
WEIZMANIND.NS,WEIZMANIND,"Weizmann Limited","Consumer Cyclical","Textile Manufacturing",154
INDBANK.NS,INDBANK,"Indbank Merchant Banking Services Limited","Financial Services","Capital Markets",153
CROWN.NS,CROWN,"Crown Lifters Limited","Industrials","Rental & Leasing Services",153
AVROIND.NS,AVROIND,"Avro India Limited","Consumer Cyclical","Furnishings, Fixtures & Appliances",153
RSSOFTWARE.NS,RSSOFTWARE,"R S Software (India) Limited","Technology","Information Technology Services",152
SOMICONVEY.NS,SOMICONVEY,"Somi Conveyor Beltings Limited","Industrials","Specialty Industrial Machinery",152
VISHWARAJ.NS,VISHWARAJ,"Vishwaraj Sugar Industries Limited","Consumer Defensive","Confectioners",152
ISFT.NS,ISFT,"IntraSoft Technologies Limited","Consumer Cyclical","Internet Retail",151
HPIL.NS,HPIL,"Hindprakash Industries Limited","Basic Materials","Specialty Chemicals",150
GVPTECH.NS,GVPTECH,"GVP Infotech Limited","Technology","Information Technology Services",150
MAHAPEXLTD.NS,MAHAPEXLTD,"Maha Rashtra Apex Corporation Limited","Financial Services","Credit Services",149
RHFL.NS,RHFL,"Reliance Home Finance Limited","Financial Services","Mortgage Finance",149
BTML.NS,BTML,"Bodhi Tree Multimedia Limited","Communication Services","Entertainment",149
ANIKINDS.NS,ANIKINDS,"Anik Industries Limited","Consumer Defensive","Food Distribution",148
AUSOMENT.NS,AUSOMENT,"AuSom Enterprise Limited","Financial Services","Capital Markets",147
MAHESHWARI.NS,MAHESHWARI,"Maheshwari Logistics Limited","Industrials","Integrated Freight & Logistics",147
INDIANCARD.NS,INDIANCARD,"The Indian Card Clothing Company Limited","Consumer Cyclical","Textile Manufacturing",146
GANGESSECU.NS,GANGESSECU,"Ganges Securities Limited","Consumer Defensive","Packaged Foods",146
HINDCON.NS,HINDCON,"Hindcon Chemicals Limited","Basic Materials","Specialty Chemicals",145
TEXMOPIPES.NS,TEXMOPIPES,"Texmo Pipes and Products Limited","Industrials","Building Products & Equipment",145
SALONA.NS,SALONA,"Salona Cotspin Limited","Consumer Cyclical","Textile Manufacturing",145
MCL.NS,MCL,"Madhav Copper Limited","Basic Materials","Copper",144
STEELCITY.NS,STEELCITY,"Steel City Securities Limited","Financial Services","Capital Markets",141
SECMARK.NS,SECMARK,"SecMark Consultancy Limited","Industrials","Consulting Services",139
ALPHAGEO.NS,ALPHAGEO,"Alphageo (India) Limited","Energy","Oil & Gas Equipment & Services",139
CUBEXTUB.NS,CUBEXTUB,"Cubex Tubings Limited","Basic Materials","Copper",138
SILGO.NS,SILGO,"Silgo Retail Limited","Consumer Cyclical","Luxury Goods",138
MUKTAARTS.NS,MUKTAARTS,"Mukta Arts Limited","Communication Services","Entertainment",138
SHAHALLOYS.NS,SHAHALLOYS,"Shah Alloys Limited","Basic Materials","Steel",136
ZENITHEXPO.NS,ZENITHEXPO,"Zenith Exports Limited","Consumer Cyclical","Textile Manufacturing",136
HECPROJECT.NS,HECPROJECT,"HEC Infra Projects Limited","Industrials","Engineering & Construction",135
SURANASOL.NS,SURANASOL,"Surana Solar Limited","Technology","Solar",134
SMLT.NS,SMLT,"Sarthak Metals Limited","Industrials","Metal Fabrication",134
JOCIL.NS,JOCIL,"Jocil Limited","Basic Materials","Specialty Chemicals",132
SHYAMCENT.NS,SHYAMCENT,"Shyam Century Ferrous Limited","Basic Materials","Steel",132
WIPL.NS,WIPL,"The Western India Plywoods Limited","Basic Materials","Lumber & Wood Production",132
CURAA.NS,CURAA,"CURA TECHNOLOGIES LIMITED","Technology","Software - Application",132
SMARTLINK.NS,SMARTLINK,"Smartlink Holdings Limited","Technology","Communication Equipment",132
TARMAT.NS,TARMAT,"Tarmat Limited","Industrials","Engineering & Construction",132
UMAEXPORTS.NS,UMAEXPORTS,"Uma Exports Limited","Consumer Defensive","Farm Products",131
