ticker,symbol,name,sector,industry,marketCap,currency,exchange,quoteType,isin
NAVA.NS,NAVA,Nava Limited,Industrials,Conglomerates,161059471360,INR,NSE,EQUITY,
NAVKARCORP.NS,NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,14422748160,INR,NSE,EQUITY,
NBCC.NS,NBCC,NBCC (India) Limited,Industrials,Engineering & Construction,301535985664,INR,NSE,EQUITY,
NCC.NS,NCC,NCC Limited,Industrials,Engineering & Construction,99105587200,INR,NSE,EQUITY,
NECCLTD.NS,NECCLTD,North Eastern Carrying Corporation Limited,Industrials,Trucking,1903000064,INR,NSE,EQUITY,
NELCAST.NS,NELCAST,Nelcast Limited,Industrials,Metal Fabrication,9364808704,INR,NSE,EQUITY,
NESCO.NS,NESCO,Nesco Limited,Industrials,Conglomerates,87599964160,INR,NSE,EQUITY,
NIBE.NS,NIBE,Nibe Limited,Industrials,Conglomerates,17331920896,INR,NSE,EQUITY,
NIBL.NS,NIBL,NRB Industrial Bearings Limited,Industrials,Tools & Accessories,714902208,INR,NSE,EQUITY,
NIPPOBATRY.NS,NIPPOBATRY,Indo National Limited,Industrials,Electrical Equipment & Parts,3089767680,INR,NSE,EQUITY,
NIRAJ.NS,NIRAJ,Niraj Cement Structurals Limited,Industrials,Engineering & Construction,2171680256,INR,NSE,EQUITY,
NITCO.NS,NITCO,NITCO Limited,Industrials,Building Products & Equipment,21161164800,INR,NSE,EQUITY,
NOIDATOLL.NS,NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,Infrastructure Operations,832389696,INR,NSE,EQUITY,
NRL.NS,NRL,Nupur Recyclers Limited,Industrials,Waste Management,4020505856,INR,NSE,EQUITY,
OBCL.NS,OBCL,Orissa Bengal Carrier Limited,Industrials,Trucking,1160185856,INR,NSE,EQUITY,
OLECTRA.NS,OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,98296061952,INR,NSE,EQUITY,
OMFREIGHT.NS,OMFREIGHT,OM FREIGHT FORWARDERS LTD,Industrials,Integrated Freight & Logistics,3054362624,INR,NSE,EQUITY,
OMINFRAL.NS,OMINFRAL,Om Infra Limited,Industrials,Engineering & Construction,9627491328,INR,NSE,EQUITY,
ONEPOINT.NS,ONEPOINT,One Point One Solutions Limited,Industrials,Specialty Business Services,13733851136,INR,NSE,EQUITY,
ORIENTALTL.NS,ORIENTALTL,Oriental Trimex Limited,Industrials,Building Products & Equipment,627219456,INR,NSE,EQUITY,
ORIENTBELL.NS,ORIENTBELL,Orient Bell Limited,Industrials,Building Products & Equipment,3896182528,INR,NSE,EQUITY,
OSWALPUMPS.NS,OSWALPUMPS,OSWAL PUMPS LIMITED,Industrials,Electrical Equipment & Parts,64579600384,INR,NSE,EQUITY,
PARAS.NS,PARAS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,52272971776,INR,NSE,EQUITY,
PATELENG.NS,PATELENG,Patel Engineering Limited,Industrials,Engineering & Construction,23507697664,INR,NSE,EQUITY,
PATINTLOG.NS,PATINTLOG,Patel Integrated Logistics Limited,Industrials,Integrated Freight & Logistics,953304448,INR,NSE,EQUITY,
PDSL.NS,PDSL,PDS Limited,Industrials,Specialty Business Services,50575958016,INR,NSE,EQUITY,
PENIND.NS,PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery,26799452160,INR,NSE,EQUITY,
PIGL.NS,PIGL,Power & Instrumental (Gujarat) Limited,Industrials,Engineering & Construction,2360459264,INR,NSE,EQUITY,
PITTIENG.NS,PITTIENG,Pitti Engineering Limited,Industrials,Metal Fabrication,30142631936,INR,NSE,EQUITY,
PIXTRANS.NS,PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery,19892791296,INR,NSE,EQUITY,
PLAZACABLE.NS,PLAZACABLE,Plaza Wires Limited,Industrials,Electrical Equipment & Parts,1778226944,INR,NSE,EQUITY,
PNCINFRA.NS,PNCINFRA,PNC Infratech Limited,Industrials,Engineering & Construction,65892085760,INR,NSE,EQUITY,
POKARNA.NS,POKARNA,Pokarna Limited,Industrials,Building Products & Equipment,25844934656,INR,NSE,EQUITY,
POLYCAB.NS,POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,1108171554816,INR,NSE,EQUITY,
POWERINDIA.NS,POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,861138059264,INR,NSE,EQUITY,
POWERMECH.NS,POWERMECH,Power Mech Projects Limited,Industrials,Engineering & Construction,72837611520,INR,NSE,EQUITY,
PPL.NS,PPL,Prakash Pipes Limited,Industrials,Building Products & Equipment,5906931712,INR,NSE,EQUITY,
PRAJIND.NS,PRAJIND,Praj Industries Limited,Industrials,Engineering & Construction,63564496896,INR,NSE,EQUITY,
PRECWIRE.NS,PRECWIRE,Precision Wires India Limited,Industrials,Electrical Equipment & Parts,42969014272,INR,NSE,EQUITY,
PREMIER.NS,PREMIER,Premier Limited,Industrials,Specialty Industrial Machinery,89161712,INR,NSE,EQUITY,
PRINCEPIPE.NS,PRINCEPIPE,Prince Pipes and Fittings Limited,Industrials,Building Products & Equipment,28010649600,INR,NSE,EQUITY,
PRITIKAUTO.NS,PRITIKAUTO,Pritika Auto Industries Limited,Industrials,Specialty Industrial Machinery,2202962688,INR,NSE,EQUITY,
PROSTARM.NS,PROSTARM,PROSTARM INFO SYSTEMS LTD,Industrials,Electrical Equipment & Parts,10453772288,INR,NSE,EQUITY,
PSPPROJECT.NS,PSPPROJECT,PSP Projects Limited,Industrials,Engineering & Construction,34849787904,INR,NSE,EQUITY,
PTCIL.NS,PTCIL,PTC Industries Limited,Industrials,Metal Fabrication,262879346688,INR,NSE,EQUITY,
PVP.NS,PVP,PVP Ventures Limited,Industrials,Conglomerates,8856939520,INR,NSE,EQUITY,
QPOWER.NS,QPOWER,QUALITY POWER ELEC EQUP L,Industrials,Electrical Equipment & Parts,52607774720,INR,NSE,EQUITY,
QUADFUTURE.NS,QUADFUTURE,QUADRANT FUTURE TEK LTD,Industrials,Railroads,10556000256,INR,NSE,EQUITY,
QUESS.NS,QUESS,Quess Corp Limited,Industrials,Staffing & Employment Services,31286962176,INR,NSE,EQUITY,
RACE.NS,RACE,Race Eco Chain Limited,Industrials,Waste Management,2481067776,INR,NSE,EQUITY,
RADIANTCMS.NS,RADIANTCMS,Radiant Cash Management Services Limited,Industrials,Specialty Business Services,5609634304,INR,NSE,EQUITY,
RAJOOENG.NS,RAJOOENG,Rajoo Engineers Limited,Industrials,Specialty Industrial Machinery,11790169088,INR,NSE,EQUITY,
RAMCOIND.NS,RAMCOIND,Ramco Industries Limited,Industrials,Building Products & Equipment,27057504256,INR,NSE,EQUITY,
RAMKY.NS,RAMKY,Ramky Infrastructure Limited,Industrials,Engineering & Construction,38363258880,INR,NSE,EQUITY,
RAMRAT.NS,RAMRAT,Ram Ratna Wires Limited,Industrials,Electrical Equipment & Parts,28725925888,INR,NSE,EQUITY,
RAYMOND.NS,RAYMOND,Raymond Limited,Industrials,Specialty Industrial Machinery,29582110720,INR,NSE,EQUITY,
REGENCERAM.NS,REGENCERAM,Regency Ceramics Limited,Industrials,Building Products & Equipment,1206793984,INR,NSE,EQUITY,
REPL.NS,REPL,Rudrabhishek Enterprises Limited,Industrials,Consulting Services,2188835584,INR,NSE,EQUITY,
REPRO.NS,REPRO,Repro India Limited,Industrials,Specialty Business Services,6592895488,INR,NSE,EQUITY,
RHIM.NS,RHIM,RHI Magnesita India Limited,Industrials,Metal Fabrication,90684637184,INR,NSE,EQUITY,
RIIL.NS,RIIL,Reliance Industrial Infrastructure Limited,Industrials,Engineering & Construction,12346515456,INR,NSE,EQUITY,
